"Country","year","sexRatio"
"Eastern Asia","1970",104.045
"Eastern Europe","1970",87.061
"Ecuador","1970",100.783
"Egypt","1970",100.384
"El Salvador","1970",98.986
"Equatorial Guinea","1970",95.974
"Eritrea","1970",98.816
"Estonia","1970",84.265
"Ethiopia","1970",98.323
"EUROPE","1970",90.961
"Fiji","1970",103.519
"Finland","1970",93.448
"France","1970",95.356
"French Guiana","1970",110.479
"French Polynesia","1970",105.497
"Gabon","1970",95.593
"Gambia","1970",96.56
"Georgia","1970",88.572
"Germany","1970",89.574
"Ghana","1970",101.937
"Greece","1970",95.357
"Grenada","1970",89.804
"Guadeloupe","1970",96.439
"Guam","1970",125.408
"Guatemala","1970",102.537
"Guinea","1970",99.813
"Guinea-Bissau","1970",97.416
"Guyana","1970",98.795
"Haiti","1970",97.062
"Honduras","1970",101.007
"Hungary","1970",94.09
"Iceland","1970",102.282
"India","1970",108.945
"Indonesia","1970",100.032
"Iran","1970",104.176
"Iraq","1970",103.567
"Ireland","1970",101.014
"Israel","1970",101.684
"Italy","1970",94.495
"Jamaica","1970",95.298
"Japan","1970",96.372
"Jordan","1970",105.599
"Kazakhstan","1970",92.939
"Kenya","1970",99.531
"Kuwait","1970",130.855
"Kyrgyzstan","1970",91.558
"Laos","1970",97.565
"LATIN AMERICA AND THE CARIBBEAN","1970",99.852
"Latvia","1970",84.183
"Least developed countries","1970",100.809
"Lebanon","1970",101.462
"Lesotho","1970",85.954
"Less developed regions","1970",103.841
"Less developed regions, excluding China","1970",103.152
"Less developed regions, excluding least developed countries","1970",104.252
"Liberia","1970",97.107
"Libya","1970",110.226
"Lithuania","1970",88.415
"Luxembourg","1970",96.282
"Madagascar","1970",102.85
"Malawi","1970",92.681
"Malaysia","1970",101.903
"Maldives","1970",112.238
"Mali","1970",102.014
"Malta","1970",93.134
"Martinique","1970",96.084
"Mauritania","1970",100.154
"Mauritius","1970",100.136
"Mayotte","1970",111.202
"Melanesia","1970",105.809
"Mexico","1970",99.58
"Micronesia","1970",109.663
"Micronesia, Fed. Sts.","1970",106.418
"Middle Africa","1970",95.341
"Mongolia","1970",99.22
"Montenegro","1970",95.703
"More developed regions","1970",92.977
"Morocco","1970",100.45
"Mozambique","1970",95.692
"Myanmar","1970",97.885
"Namibia","1970",97.353
"Nepal","1970",105.639
"Netherlands","1970",99.637
"Netherlands Antilles","1970",97.752
"New Caledonia","1970",109.373
"New Zealand","1970",99.911
"Nicaragua","1970",99.908
"Niger","1970",97.063
"Nigeria","1970",97.584
"Northern Africa","1970",99.653
"NORTHERN AMERICA","1970",96.789
"Northern Europe","1970",94.744
"Norway","1970",98.963
"West Bank and Gaza","1970",105.238
"OCEANIA","1970",102.187
"Oman","1970",96.72
"Pakistan","1970",114.602
"Panama","1970",104.26
"Papua New Guinea","1970",105.528
"Paraguay","1970",99.545
"Peru","1970",101.594
"Philippines","1970",101.309
"Poland","1970",94.414
"Polynesia","1970",103.38
"Portugal","1970",90.916
"Puerto Rico","1970",96.222
"Qatar","1970",182.42
"Korea, Rep.","1970",100.523
"Moldova","1970",87.819
"Reunion","1970",93.412
"Romania","1970",96.483
"Russia","1970",83.589
"Rwanda","1970",97.528
"Saint Lucia","1970",92.611
"Saint Vincent and the Grenadines","1970",89.745
"Samoa","1970",101.941
"Sao Tome and Principe","1970",103.128
"Saudi Arabia","1970",105.905
"Senegal","1970",103.229
"Serbia","1970",97.686
"Sierra Leone","1970",94.939
"Singapore","1970",104.899
"Slovak Republic","1970",97.432
"Slovenia","1970",93.795
"Solomon Islands","1970",111.918
"Somalia","1970",97.675
"South Africa","1970",99.113
"South America","1970",99.786
"South-Central Asia","1970",108.432
"South-Eastern Asia","1970",100.009
"Southern Africa","1970",98.14
"Southern Europe","1970",94.97
"Spain","1970",95.369
"Sri Lanka","1970",106.357
"Sub- Saharan Africa","1970",98.001
"Sudan","1970",99.974
"Suriname","1970",99.625
"Swaziland","1970",90.361
"Sweden","1970",99.744
"Switzerland","1970",95.514
"Syria","1970",102.86
"Tajikistan","1970",96.997
"Macedonia, FYR","1970",102.733
"Thailand","1970",100.633
"Timor-Leste","1970",103.808
"Togo","1970",96.89
"Tonga","1970",105.309
"Trinidad and Tobago","1970",97.445
"Tunisia","1970",97.969
"Turkey","1970",103.31
"Turkmenistan","1970",96.95
"Uganda","1970",98.833
"Ukraine","1970",82.595
"United Arab Emirates","1970",167.431
"United Kingdom","1970",94.295
"Tanzania","1970",96.764
"United States","1970",96.361
"Virgin Islands (U.S.)","1970",99.461
"Uruguay","1970",98.822
"Uzbekistan","1970",94.892
"Vanuatu","1970",113.019
"Venezuela","1970",102.557
"Vietnam","1970",98.973
"Western Africa","1970",98.81
"Western Asia","1970",101.913
"Western Europe","1970",92.661
"Western Sahara","1970",122.127
"WORLD","1970",100.752
"Yemen, Rep.","1970",100.186
"Zambia","1970",98.743
"Zimbabwe","1970",99.433
"Afghanistan","1975",107.875
"AFRICA","1975",98.611
"Albania","1975",102.311
"Algeria","1975",97.343
"Angola","1975",96.518
"Argentina","1975",98.674
"Armenia","1975",95.307
"Aruba","1975",95.301
"ASIA","1975",105.188
"Australia","1975",100.745
"Australia/New Zealand","1975",100.529
"Austria","1975",89.561
"Azerbaijan","1975",95.178
"Bahamas","1975",96.323
"Bahrain","1975",121.396
"Bangladesh","1975",107.518
"Barbados","1975",91.766
"Belarus","1975",85.859
"Belgium","1975",95.613
"Belize","1975",100.33
"Benin","1975",92.619
"Bhutan","1975",106.26
"Bolivia","1975",97.11
"Bosnia and Herzegovina","1975",96.699
"Botswana","1975",93.806
"Brazil","1975",99.623
"Brunei","1975",106.68
"Bulgaria","1975",99.698
"Burkina Faso","1975",99.342
"Burundi","1975",91.827
"Cambodia","1975",100.197
"Cameroon","1975",97.872
"Canada","1975",100.149
"Cape Verde","1975",87.744
"Caribbean","1975",99.663
"Central African Rep.","1975",96.559
"Central America","1975",99.947
"Chad","1975",96.802
"Channel Islands","1975",93.628
"Chile","1975",97.318
"China","1975",105.941
"Hong Kong, China","1975",104.751
"Macao, China","1975",104.593
"Colombia","1975",99.18
"Comoros","1975",99.713
"Congo, Rep.","1975",98.475
"Costa Rica","1975",102.741
"Cote d'Ivoire","1975",107.698
"Croatia","1975",93.601
"Cuba","1975",102.827
"Cyprus","1975",98.904
"Czech Rep.","1975",93.899
"Korea, Dem. Rep.","1975",94.214
"Congo, Dem. Rep.","1975",94.805
"Denmark","1975",98.09
"Djibouti","1975",98.65
"Dominican Rep.","1975",102.801
"Eastern Africa","1975",97.941
"Eastern Asia","1975",104.609
"Eastern Europe","1975",87.588
"Ecuador","1975",101.021
"Egypt","1975",100.509
"El Salvador","1975",97.871
"Equatorial Guinea","1975",95.027
"Eritrea","1975",98.873
"Estonia","1975",85.663
"Ethiopia","1975",98.386
"EUROPE","1975",91.362
"Fiji","1975",102.319
"Finland","1975",93.61
"France","1975",95.841
"French Guiana","1975",100.437
"French Polynesia","1975",109.13
"Gabon","1975",96.186
"Gambia","1975",96.912
"Georgia","1975",88.59
"Germany","1975",90.244
"Ghana","1975",101.953
"Greece","1975",96.027
"Grenada","1975",91.394
"Guadeloupe","1975",95.769
"Guam","1975",116.822
"Guatemala","1975",102.392
"Guinea","1975",100.363
"Guinea-Bissau","1975",97.56
"Guyana","1975",98.491
"Haiti","1975",96.858
"Honduras","1975",100.908
"Hungary","1975",94.207
"Iceland","1975",102.143
"India","1975",108.861
"Indonesia","1975",100.263
"Iran","1975",104.518
"Iraq","1975",104.076
"Ireland","1975",100.262
"Israel","1975",100.402
"Italy","1975",94.428
"Jamaica","1975",95.69
"Japan","1975",96.884
"Jordan","1975",104.725
"Kazakhstan","1975",93.121
"Kenya","1975",99.264
"Kuwait","1975",120.716
"Kyrgyzstan","1975",93.465
"Laos","1975",98.16
"LATIN AMERICA AND THE CARIBBEAN","1975",99.71
"Latvia","1975",85.063
"Least developed countries","1975",100.541
"Lebanon","1975",101.387
"Lesotho","1975",85.737
"Less developed regions","1975",103.968
"Less developed regions, excluding China","1975",103.122
"Less developed regions, excluding least developed countries","1975",104.438
"Liberia","1975",97.083
"Libya","1975",112.678
"Lithuania","1975",88.995
"Luxembourg","1975",98.466
"Madagascar","1975",102.063
"Malawi","1975",93.072
"Malaysia","1975",101.31
"Maldives","1975",111.558
"Mali","1975",101.356
"Malta","1975",93.38
"Martinique","1975",93.921
"Mauritania","1975",100.427
"Mauritius","1975",97.44
"Mayotte","1975",108.404
"Melanesia","1975",105.167
"Mexico","1975",99.574
"Micronesia","1975",107.268
"Micronesia, Fed. Sts.","1975",107.003
"Middle Africa","1975",95.966
"Mongolia","1975",99.901
"Montenegro","1975",97.168
"More developed regions","1975",93.335
"Morocco","1975",99.873
"Mozambique","1975",95.833
"Myanmar","1975",97.834
"Namibia","1975",97.412
"Nepal","1975",105.497
"Netherlands","1975",99.157
"Netherlands Antilles","1975",97.98
"New Caledonia","1975",108.521
"New Zealand","1975",99.581
"Nicaragua","1975",100.364
"Niger","1975",98.383
"Nigeria","1975",97.873
"Northern Africa","1975",100.257
"NORTHERN AMERICA","1975",96.875
"Northern Europe","1975",94.996
"Norway","1975",98.699
"West Bank and Gaza","1975",104.395
"OCEANIA","1975",101.531
"Oman","1975",101.69
"Pakistan","1975",112.554
"Panama","1975",103.844
"Papua New Guinea","1975",105.049
"Paraguay","1975",100.759
"Peru","1975",101.573
"Philippines","1975",101.558
"Poland","1975",94.745
"Polynesia","1975",105.019
"Portugal","1975",90.294
"Puerto Rico","1975",95.75
"Qatar","1975",204.036
"Korea, Rep.","1975",100.991
"Moldova","1975",88.618
"Reunion","1975",94.609
"Romania","1975",96.988
"Russia","1975",84.207
"Rwanda","1975",97.566
"Saint Lucia","1975",93.89
"Saint Vincent and the Grenadines","1975",91.221
"Samoa","1975",103.31
"Sao Tome and Principe","1975",101.378
"Saudi Arabia","1975",110.57
"Senegal","1975",103.368
"Serbia","1975",98.143
"Sierra Leone","1975",94.849
"Singapore","1975",104.501
"Slovak Republic","1975",97.329
"Slovenia","1975",93.836
"Solomon Islands","1975",109.434
"Somalia","1975",97.686
"South Africa","1975",99.316
"South America","1975",99.627
"South-Central Asia","1975",108.109
"South-Eastern Asia","1975",100.047
"Southern Africa","1975",98.361
"Southern Europe","1975",95.102
"Spain","1975",95.673
"Sri Lanka","1975",104.99
"Sub- Saharan Africa","1975",98.219
"Sudan","1975",100.241
"Suriname","1975",100.568
"Swaziland","1975",90.489
"Sweden","1975",98.944
"Switzerland","1975",95.1
"Syria","1975",102.335
"Tajikistan","1975",97.516
"Macedonia, FYR","1975",102.735
"Thailand","1975",100.495
"Timor-Leste","1975",103.512
"Togo","1975",97.127
"Tonga","1975",104.817
"Trinidad and Tobago","1975",98.772
"Tunisia","1975",102.819
"Turkey","1975",104.39
"Turkmenistan","1975",97.016
"Uganda","1975",98.974
"Ukraine","1975",83.172
"United Arab Emirates","1975",225.469
"United Kingdom","1975",94.769
"Tanzania","1975",97.13
"United States","1975",96.532
"Virgin Islands (U.S.)","1975",95.577
"Uruguay","1975",98.121
"Uzbekistan","1975",96.43
"Vanuatu","1975",113.117
"Venezuela","1975",102.44
"Vietnam","1975",98.653
"Western Africa","1975",99.068
"Western Asia","1975",103.003
"Western Europe","1975",93.135
"Western Sahara","1975",117.213
"WORLD","1975",101.117
"Yemen, Rep.","1975",98.398
"Zambia","1975",98.779
"Zimbabwe","1975",99.392
"Afghanistan","1980",107.877
"AFRICA","1980",98.885
"Albania","1980",106.629
"Algeria","1980",100.73
"Angola","1980",96.758
"Argentina","1980",97.538
"Armenia","1980",95.102
"Aruba","1980",95.025
"ASIA","1980",105.061
"Australia","1980",99.739
"Australia/New Zealand","1980",99.593
"Austria","1980",89.582
"Azerbaijan","1980",94.893
"Bahamas","1980",98.72
"Bahrain","1980",139.31
"Bangladesh","1980",106.061
"Barbados","1980",90.913
"Belarus","1980",86.71
"Belgium","1980",95.542
"Belize","1980",102.401
"Benin","1980",93.785
"Bhutan","1980",107.492
"Bolivia","1980",97.29
"Bosnia and Herzegovina","1980",96.934
"Botswana","1980",95.447
"Brazil","1980",99.564
"Brunei","1980",113.95
"Bulgaria","1980",99.31
"Burkina Faso","1980",97.927
"Burundi","1980",92.757
"Cambodia","1980",86.225
"Cameroon","1980",98.261
"Canada","1980",99.233
"Cape Verde","1980",84.805
"Caribbean","1980",99.578
"Central African Rep.","1980",96.556
"Central America","1980",99.765
"Chad","1980",96.999
"Channel Islands","1980",92.748
"Chile","1980",97.333
"China","1980",106.297
"Hong Kong, China","1980",108.753
"Macao, China","1980",103.654
"Colombia","1980",99.177
"Comoros","1980",99.837
"Congo, Rep.","1980",98.78
"Costa Rica","1980",103.968
"Cote d'Ivoire","1980",108.51
"Croatia","1980",93.816
"Cuba","1980",102.448
"Cyprus","1980",99.509
"Czech Rep.","1980",94.04
"Korea, Dem. Rep.","1980",94.814
"Congo, Dem. Rep.","1980",95.715
"Denmark","1980",97.465
"Djibouti","1980",98.923
"Dominican Rep.","1980",102.602
"Eastern Africa","1980",97.762
"Eastern Asia","1980",104.925
"Eastern Europe","1980",88.456
"Ecuador","1980",101.143
"Egypt","1980",100.416
"El Salvador","1980",96.735
"Equatorial Guinea","1980",94.823
"Eritrea","1980",97.04
"Estonia","1980",86.06
"Ethiopia","1980",98.436
"EUROPE","1980",91.799
"Fiji","1980",102.542
"Finland","1980",93.604
"France","1980",95.309
"French Guiana","1980",108.146
"French Polynesia","1980",109.766
"Gabon","1980",96.798
"Gambia","1980",97.195
"Georgia","1980",88.423
"Germany","1980",90.8
"Ghana","1980",102.011
"Greece","1980",96.418
"Grenada","1980",93.492
"Guadeloupe","1980",95.938
"Guam","1980",108.821
"Guatemala","1980",102.264
"Guinea","1980",100.87
"Guinea-Bissau","1980",97.592
"Guyana","1980",98.19
"Haiti","1980",96.869
"Honduras","1980",100.891
"Hungary","1980",93.986
"Iceland","1980",101.681
"India","1980",108.55
"Indonesia","1980",100.496
"Iran","1980",104.714
"Iraq","1980",103.921
"Ireland","1980",101.094
"Israel","1980",99.883
"Italy","1980",94.04
"Jamaica","1980",97.3
"Japan","1980",96.81
"Jordan","1980",107.269
"Kazakhstan","1980",92.915
"Kenya","1980",99.199
"Kuwait","1980",134.183
"Kyrgyzstan","1980",94.148
"Laos","1980",98.734
"LATIN AMERICA AND THE CARIBBEAN","1980",99.557
"Latvia","1980",85.244
"Least developed countries","1980",99.981
"Lebanon","1980",98.265
"Lesotho","1980",85.631
"Less developed regions","1980",103.849
"Less developed regions, excluding China","1980",102.842
"Less developed regions, excluding least developed countries","1980",104.393
"Liberia","1980",97.174
"Libya","1980",114.767
"Lithuania","1980",88.92
"Luxembourg","1980",95.741
"Madagascar","1980",101.392
"Malawi","1980",93.805
"Malaysia","1980",101.373
"Maldives","1980",110.803
"Mali","1980",100.421
"Malta","1980",94.814
"Martinique","1980",94.125
"Mauritania","1980",100.764
"Mauritius","1980",97.291
"Mayotte","1980",106.269
"Melanesia","1980",111.294
"Mexico","1980",99.388
"Micronesia","1980",104.424
"Micronesia, Fed. Sts.","1980",104.536
"Middle Africa","1980",96.556
"Mongolia","1980",100.485
"Montenegro","1980",98.336
"More developed regions","1980",93.521
"Morocco","1980",100.056
"Mozambique","1980",95.71
"Myanmar","1980",97.77
"Namibia","1980",95.085
"Nepal","1980",105.271
"Netherlands","1980",98.498
"Netherlands Antilles","1980",93.248
"New Caledonia","1980",106.055
"New Zealand","1980",98.914
"Nicaragua","1980",100.395
"Niger","1980",99.406
"Nigeria","1980",98.685
"Northern Africa","1980",100.939
"NORTHERN AMERICA","1980",96.401
"Northern Europe","1980",94.922
"Norway","1980",98.244
"West Bank and Gaza","1980",106.729
"OCEANIA","1980",101.891
"Oman","1980",111.209
"Pakistan","1980",110.85
"Panama","1980",103.346
"Papua New Guinea","1980",113.517
"Paraguay","1980",101.736
"Peru","1980",101.363
"Philippines","1980",101.659
"Poland","1980",95.013
"Polynesia","1980",105.93
"Portugal","1980",92.802
"Puerto Rico","1980",94.934
"Qatar","1980",175.127
"Korea, Rep.","1980",100.28
"Moldova","1980",89.668
"Reunion","1980",95.82
"Romania","1980",97.385
"Russia","1980",85.448
"Rwanda","1980",92.134
"Saint Lucia","1980",95.684
"Saint Vincent and the Grenadines","1980",93.901
"Samoa","1980",105.138
"Sao Tome and Principe","1980",98.962
"Saudi Arabia","1980",117.48
"Senegal","1980",102.227
"Serbia","1980",98.248
"Sierra Leone","1980",94.661
"Singapore","1980",104.187
"Slovak Republic","1980",96.627
"Slovenia","1980",93.372
"Solomon Islands","1980",108.733
"Somalia","1980",97.724
"South Africa","1980",98.974
"South America","1980",99.476
"South-Central Asia","1980",107.635
"South-Eastern Asia","1980",99.18
"Southern Africa","1980",98.024
"Southern Europe","1980",95.421
"Spain","1980",96.256
"Sri Lanka","1980",104.113
"Sub- Saharan Africa","1980",98.382
"Sudan","1980",100.522
"Suriname","1980",102.061
"Swaziland","1980",90.419
"Sweden","1980",98.208
"Switzerland","1980",94.73
"Syria","1980",101.465
"Tajikistan","1980",97.864
"Macedonia, FYR","1980",102.652
"Thailand","1980",100.33
"Timor-Leste","1980",103.89
"Togo","1980",97.39
"Tonga","1980",103.741
"Trinidad and Tobago","1980",99.908
"Tunisia","1980",102.708
"Turkey","1980",102.105
"Turkmenistan","1980",96.642
"Uganda","1980",99.072
"Ukraine","1980",84.126
"United Arab Emirates","1980",223.212
"United Kingdom","1980",94.775
"Tanzania","1980",97.479
"United States","1980",96.099
"Virgin Islands (U.S.)","1980",92.44
"Uruguay","1980",96.276
"Uzbekistan","1980",96.737
"Vanuatu","1980",112.241
"Venezuela","1980",102.486
"Vietnam","1980",94.279
"Western Africa","1980",99.516
"Western Asia","1980",103.29
"Western Europe","1980",93.204
"Western Sahara","1980",117.034
"WORLD","1980",101.231
"Yemen, Rep.","1980",99.518
"Zambia","1980",98.859
"Zimbabwe","1980",98.904
"Afghanistan","1985",107.841
"AFRICA","1985",99.005
"Albania","1985",106.454
"Algeria","1985",101.16
"Angola","1985",96.959
"Argentina","1985",96.998
"Armenia","1985",95.689
"Aruba","1985",95.896
"ASIA","1985",105.008
"Australia","1985",99.637
"Australia/New Zealand","1985",99.492
"Austria","1985",90.389
"Azerbaijan","1985",94.919
"Bahamas","1985",98.533
"Bahrain","1985",143.695
"Bangladesh","1985",104.885
"Barbados","1985",91.914
"Belarus","1985",87.372
"Belgium","1985",94.836
"Belize","1985",102.374
"Benin","1985",95.107
"Bhutan","1985",106.281
"Bolivia","1985",97.653
"Bosnia and Herzegovina","1985",97.338
"Botswana","1985",95.892
"Brazil","1985",99.188
"Brunei","1985",112.176
"Bulgaria","1985",98.757
"Burkina Faso","1985",97.048
"Burundi","1985",94.09
"Cambodia","1985",89.053
"Cameroon","1985",98.551
"Canada","1985",98.612
"Cape Verde","1985",86.617
"Caribbean","1985",99.307
"Central African Rep.","1985",96.577
"Central America","1985",99.112
"Chad","1985",97.305
"Channel Islands","1985",93.467
"Chile","1985",97.402
"China","1985",106.39
"Hong Kong, China","1985",106.628
"Macao, China","1985",98.847
"Colombia","1985",98.858
"Comoros","1985",100.033
"Congo, Rep.","1985",99.026
"Costa Rica","1985",103.747
"Cote d'Ivoire","1985",108.655
"Croatia","1985",93.777
"Cuba","1985",101.327
"Cyprus","1985",99.043
"Czech Rep.","1985",94.2
"Korea, Dem. Rep.","1985",95.489
"Congo, Dem. Rep.","1985",96.472
"Denmark","1985",97.069
"Djibouti","1985",99.2
"Dominican Rep.","1985",102.375
"Eastern Africa","1985",97.888
"Eastern Asia","1985",105.006
"Eastern Europe","1985",89.18
"Ecuador","1985",101.151
"Egypt","1985",100.928
"El Salvador","1985",95.317
"Equatorial Guinea","1985",96.417
"Eritrea","1985",96.375
"Estonia","1985",87
"Ethiopia","1985",98.446
"EUROPE","1985",92.13
"Fiji","1985",102.671
"Finland","1985",93.862
"France","1985",94.936
"French Guiana","1985",110.148
"French Polynesia","1985",108.83
"Gabon","1985",97.448
"Gambia","1985",97.463
"Georgia","1985",89.484
"Germany","1985",91.22
"Ghana","1985",102.062
"Greece","1985",96.82
"Grenada","1985",95.126
"Guadeloupe","1985",95.675
"Guam","1985",111.474
"Guatemala","1985",102.01
"Guinea","1985",101.298
"Guinea-Bissau","1985",97.687
"Guyana","1985",96.631
"Haiti","1985",97
"Honduras","1985",100.703
"Hungary","1985",93.245
"Iceland","1985",101.24
"India","1985",108.322
"Indonesia","1985",100.488
"Iran","1985",105.412
"Iraq","1985",103.1
"Ireland","1985",100.841
"Israel","1985",99.584
"Italy","1985",94.252
"Jamaica","1985",98.24
"Japan","1985",96.661
"Jordan","1985",109.428
"Kazakhstan","1985",93.187
"Kenya","1985",99.261
"Kuwait","1985",131.471
"Kyrgyzstan","1985",94.56
"Laos","1985",99.393
"LATIN AMERICA AND THE CARIBBEAN","1985",99.165
"Latvia","1985",85.838
"Least developed countries","1985",99.773
"Lebanon","1985",96.579
"Lesotho","1985",86.132
"Less developed regions","1985",103.734
"Less developed regions, excluding China","1985",102.701
"Less developed regions, excluding least developed countries","1985",104.305
"Liberia","1985",97.304
"Libya","1985",113.463
"Lithuania","1985",89.037
"Luxembourg","1985",94.642
"Madagascar","1985",100.816
"Malawi","1985",94.923
"Malaysia","1985",101.514
"Maldives","1985",107.64
"Mali","1985",99.493
"Malta","1985",96.721
"Martinique","1985",93.798
"Mauritania","1985",100.909
"Mauritius","1985",98.57
"Mayotte","1985",106.507
"Melanesia","1985",108.633
"Mexico","1985",98.653
"Micronesia","1985",105.932
"Micronesia, Fed. Sts.","1985",104.871
"Middle Africa","1985",97.067
"Mongolia","1985",100.994
"Montenegro","1985",98.667
"More developed regions","1985",93.741
"Morocco","1985",99.906
"Mozambique","1985",95.121
"Myanmar","1985",97.745
"Namibia","1985",94.27
"Nepal","1985",104.407
"Netherlands","1985",97.863
"Netherlands Antilles","1985",92.551
"New Caledonia","1985",104.491
"New Zealand","1985",98.794
"Nicaragua","1985",100.122
"Niger","1985",98.176
"Nigeria","1985",98.585
"Northern Africa","1985",101.215
"NORTHERN AMERICA","1985",96.381
"Northern Europe","1985",94.735
"Norway","1985",97.808
"West Bank and Gaza","1985",105.882
"OCEANIA","1985",101.46
"Oman","1985",117.453
"Pakistan","1985",109.294
"Panama","1985",103.015
"Papua New Guinea","1985",110.055
"Paraguay","1985",102.176
"Peru","1985",101.065
"Philippines","1985",101.747
"Poland","1985",95.197
"Polynesia","1985",106.239
"Portugal","1985",93.12
"Puerto Rico","1985",95.515
"Qatar","1985",206.04
"Korea, Rep.","1985",99.991
"Moldova","1985",90.4
"Reunion","1985",95.768
"Romania","1985",97.427
"Russia","1985",86.569
"Rwanda","1985",93.174
"Saint Lucia","1985",96.194
"Saint Vincent and the Grenadines","1985",96.056
"Samoa","1985",107.94
"Sao Tome and Principe","1985",98.323
"Saudi Arabia","1985",123.702
"Senegal","1985",101.341
"Serbia","1985",98.471
"Sierra Leone","1985",94.594
"Singapore","1985",103.853
"Slovak Republic","1985",96.521
"Slovenia","1985",93.413
"Solomon Islands","1985",108.035
"Somalia","1985",97.754
"South Africa","1985",98.856
"South America","1985",99.169
"South-Central Asia","1985",107.27
"South-Eastern Asia","1985",99.149
"Southern Africa","1985",97.902
"Southern Europe","1985",95.608
"Spain","1985",96.301
"Sri Lanka","1985",103.105
"Sub- Saharan Africa","1985",98.466
"Sudan","1985",100.774
"Suriname","1985",103.516
"Swaziland","1985",89.449
"Sweden","1985",97.576
"Switzerland","1985",95.042
"Syria","1985",101.579
"Tajikistan","1985",98.672
"Macedonia, FYR","1985",101.216
"Thailand","1985",98.286
"Timor-Leste","1985",103.585
"Togo","1985",97.596
"Tonga","1985",101.253
"Trinidad and Tobago","1985",98.924
"Tunisia","1985",102.463
"Turkey","1985",102.213
"Turkmenistan","1985",96.656
"Uganda","1985",99.126
"Ukraine","1985",85.074
"United Arab Emirates","1985",184.87
"United Kingdom","1985",94.576
"Tanzania","1985",97.811
"United States","1985",96.141
"Virgin Islands (U.S.)","1985",93.964
"Uruguay","1985",95.186
"Uzbekistan","1985",97.412
"Vanuatu","1985",108.884
"Venezuela","1985",102.09
"Vietnam","1985",95.409
"Western Africa","1985",99.413
"Western Asia","1985",104.325
"Western Europe","1985",93.273
"Western Sahara","1985",113.901
"WORLD","1985",101.348
"Yemen, Rep.","1985",100.734
"Zambia","1985",98.888
"Zimbabwe","1985",99.043
"Afghanistan","1990",107.808
"AFRICA","1990",99.015
"Albania","1990",105.28
"Algeria","1990",101.505
"Angola","1990",97.06
"Argentina","1990",96.671
"Armenia","1990",94.198
"Aruba","1990",96.871
"ASIA","1990",105.017
"Australia","1990",99.386
"Australia/New Zealand","1990",99.069
"Austria","1990",91.801
"Azerbaijan","1990",95.801
"Bahamas","1990",98.466
"Bahrain","1990",138.483
"Bangladesh","1990",103.997
"Barbados","1990",92.684
"Belarus","1990",88.2
"Belgium","1990",95.427
"Belize","1990",102.261
"Benin","1990",96.414
"Bhutan","1990",105.258
"Bolivia","1990",98.161
"Bosnia and Herzegovina","1990",97.688
"Botswana","1990",96.721
"Brazil","1990",98.723
"Brunei","1990",112.176
"Bulgaria","1990",97.223
"Burkina Faso","1990",97.218
"Burundi","1990",95.12
"Cambodia","1990",90.921
"Cameroon","1990",98.821
"Canada","1990",98.325
"Cape Verde","1990",88.263
"Caribbean","1990",98.951
"Central African Rep.","1990",96.45
"Central America","1990",98.784
"Chad","1990",97.64
"Channel Islands","1990",93.718
"Chile","1990",97.591
"China","1990",106.572
"Hong Kong, China","1990",105.021
"Macao, China","1990",94.338
"Colombia","1990",98.488
"Comoros","1990",100.178
"Congo, Rep.","1990",99.161
"Costa Rica","1990",103.547
"Cote d'Ivoire","1990",107.999
"Croatia","1990",93.722
"Cuba","1990",101.182
"Cyprus","1990",99.381
"Czech Rep.","1990",94.311
"Korea, Dem. Rep.","1990",96.083
"Congo, Dem. Rep.","1990",97.07
"Denmark","1990",97.141
"Djibouti","1990",99.434
"Dominican Rep.","1990",102.077
"Eastern Africa","1990",97.8
"Eastern Asia","1990",105.189
"Eastern Europe","1990",89.963
"Ecuador","1990",101.097
"Egypt","1990",101.266
"El Salvador","1990",94.735
"Equatorial Guinea","1990",97.022
"Eritrea","1990",96.261
"Estonia","1990",87.968
"Ethiopia","1990",98.511
"EUROPE","1990",92.67
"Fiji","1990",103.176
"Finland","1990",94.253
"France","1990",94.667
"French Guiana","1990",108.7
"French Polynesia","1990",108.547
"Gabon","1990",98.037
"Gambia","1990",97.749
"Georgia","1990",90.576
"Germany","1990",93.156
"Ghana","1990",102.211
"Greece","1990",97.135
"Grenada","1990",97.458
"Guadeloupe","1990",95.622
"Guam","1990",114.043
"Guatemala","1990",101.664
"Guinea","1990",101.618
"Guinea-Bissau","1990",97.775
"Guyana","1990",94.921
"Haiti","1990",97.352
"Honduras","1990",100.546
"Hungary","1990",92.43
"Iceland","1990",100.794
"India","1990",108.184
"Indonesia","1990",100.437
"Iran","1990",106.189
"Iraq","1990",101.671
"Ireland","1990",99.76
"Israel","1990",99.197
"Italy","1990",93.997
"Jamaica","1990",96.482
"Japan","1990",96.287
"Jordan","1990",108.791
"Kazakhstan","1990",93.884
"Kenya","1990",99.256
"Kuwait","1990",131.601
"Kyrgyzstan","1990",95.72
"Laos","1990",100.065
"LATIN AMERICA AND THE CARIBBEAN","1990",98.834
"Latvia","1990",86.933
"Least developed countries","1990",99.56
"Lebanon","1990",95.008
"Lesotho","1990",86.557
"Less developed regions","1990",103.666
"Less developed regions, excluding China","1990",102.578
"Less developed regions, excluding least developed countries","1990",104.275
"Liberia","1990",97.423
"Libya","1990",111.6
"Lithuania","1990",89.768
"Luxembourg","1990",95.82
"Madagascar","1990",100.282
